17908240_1|17908240|125|#section_info|0:0|we have found that the reduction in M1 mACh receptor responsiveness is decreased in quiescent |#main_body|GO:0009961|response to 1-aminocyclopropane-1-carboxylic acid|#go_definition|IEP|GOA|Mch1|#gene_synonym
17908240_6|17908240|3572|#section_info|0:0|Endogenous GRK6 regulates M1 mACh receptors through a phosphorylation-dependent mechanism in hippocampal neurons, whilst endogenous GRK2 is able to use both phosphorylation-dependent and -independent (through the direct interaction of the regulator of G-protein signalling-like domain on the N-terminus of GRK2 and GTP-bound Galphaq/11) mechanisms to regulate M1 mACh receptors in PLC signalling and desensitization (Willets et al. 2004, 2005). |#main_body|GO:0002029|desensitization of G-protein coupled receptor protein signaling pathway|#go_definition|TAS|GOA|Grk6(59076)|#gene_synonym
0.76	17908240_283|17908240|52203|Discussion|0:0|Roles of phosphorylation-dependent and -independent mechanisms in the regulation of M1 muscarinic acetylcholine receptors by G protein-coupled receptor kinase 2 in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.73	17908240_14|17908240|3572|abstract|0:0|We have also already provided substantial evidence that M1 mACh receptor/PLC signalling in hippocampal neurons is regulated by G protein-coupled receptor kinases (GRKs).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_142|17908240|20989|Results|0:0|Effects of inhibiting endogenous G protein-coupled receptor kinase (GRK) 2 and GRK6 activities on M1 muscarinic acetylcholine (mACh) receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_233|17908240|45007|Discussion|0:0|There is substantial evidence that GRK-mediated phosphorylation of mACh receptors brings about the recruitment of arrestins that enhance receptor internalization and lead to the redistribution of receptors to organellar compartments within the cytoplasm in primary neurons (Volpicelli and Levey 2004; Bernard et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_250|17908240|49070|Discussion|0:0|Selective regulation of Galphaq/11 by an RGS domain in the G protein-coupled receptor kinase, GRK2|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_282|17908240|52019|Discussion|0:0|Imaging of muscarinic acetylcholine receptor signaling in hippocampal neurons: evidence for phosphorylation-dependent and -independent regulation by G-protein-coupled receptor kinases|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_139|17908240|19589|Results|0:0|Involvement of GRKs in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_11|17908240|2283|abstract|0:0|Indeed, there is recent strong evidence for modulation of synaptic plasticity by the physiological activation of hippocampal M1 mACh receptors (Shinoe et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_149|17908240|22164|Results|0:0|Involvement of PKC in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_101|17908240|13703|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine (mACh) receptor responsiveness and re-sensitization assessed through inositol 1,4,5-trisphosphate (IP3) imaging of hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_7|17908240|2283|abstract|0:0|Effective transmission of cholinergic input is mediated by nicotinic and muscarinic acetylcholine (mACh) receptors, with the M1 and M3 mACh receptor subtypes being expressed on principal neurons (Levey et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_133|17908240|18871|Results|0:0|In order to assess whether synaptic activity was able to enhance M1 mACh receptor desensitization in the absence of MCh, we applied the following protocol.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_152|17908240|24210|Results|0:0|Neurons were co-transfected with PH domain of PLCdelta tagged to enhanced green fluorescent protein and empty vector (pcDNA3) or D110A,K220RG protein-coupled receptor kinase (GRK) 2 and changes in receptor responsiveness determined using the standard R1/Rmax/R2 protocol (see Experimental Procedures).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_237|17908240|45007|Discussion|0:0|It has also been shown previously that M1 mACh receptor stimulation can activate extracellular signal-regulated kinase in hippocampal neurons (Berkeley et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_276|17908240|51402|Discussion|0:0|A novel surface on a regulator of G protein signaling homology domain for binding Galpha-subunits|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_7|17908240|3572|#section_info|0:0|Our current data suggest that increased synaptic activity enhances hippocampal M1 mACh receptor desensitization through mechanisms involving endogenous GRK2 and Ca2+-sensitive protein kinase C (PKC) isoenzyme(s).|#main_body|GO:0002029|desensitization of G-protein coupled receptor protein signaling pathway|#go_definition|NONE|GOA|Adrbk1(25238)|#gene_synonym
0.81	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.78	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.73	17908240_149|17908240|22164|Results|0:0|Involvement of PKC in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.7	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_151|17908240|24210|Results|0:0|Effects of manipulating protein kinase C activity in hippocampal neurons on M1 muscarinic acetylcholine receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_1|17908240|0|paper_title|0:0|The regulation of M1 muscarinic acetylcholine receptor desensitization by synaptic activity in cultured hippocampal neurons1|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_160|17908240|27003|Results|0:0|Effects of Ca2+/calmodulin antagonism or protein kinase C inhibition on M1 muscarinic acetylcholine receptor-driven myristoylated, alanine-rich C kinase substrate (MARCKS) translocation in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_285|17908240|52555|Discussion|0:0|Muscarinic acetylcholine receptor activation enhances hippocampal neuron excitability and potentiates synaptically evoked Ca2+ signals via phosphatidylinositol 4,5-bisphosphate depletion|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_14|17908240|3572|abstract|0:0|We have also already provided substantial evidence that M1 mACh receptor/PLC signalling in hippocampal neurons is regulated by G protein-coupled receptor kinases (GRKs).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_83|17908240|11448|Results|0:0|Effects of synaptic activity on M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_115|17908240|14966|Results|0:0|These data suggest that the degree of synaptic activity also regulates the duration of agonist-mediated desensitization, and a delay in M1 mACh receptor re-sensitization is particularly evident when inhibitory GABAergic activity is blocked by picrotoxin.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_139|17908240|19589|Results|0:0|Involvement of GRKs in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_25|17908240|3572|abstract|0:0|Indeed, previous studies have revealed that the level of synaptic activity in such cultures dramatically alters M1 mACh receptor inositol 1,4,5-trisphosphate generation and Ca2+ release from stores (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_95|17908240|11513|Results|0:0|However, in the presence of spontaneous synaptic activity the difference between R2 and R1 responses was increased (Fig. 1b), suggesting that synaptic activity may increase the rate/extent of M1 mACh receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_101|17908240|13703|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine (mACh) receptor responsiveness and re-sensitization assessed through inositol 1,4,5-trisphosphate (IP3) imaging of hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_142|17908240|20989|Results|0:0|Effects of inhibiting endogenous G protein-coupled receptor kinase (GRK) 2 and GRK6 activities on M1 muscarinic acetylcholine (mACh) receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_228|17908240|41645|Discussion|0:0|Increased synaptic activity induced by picrotoxin in the hippocampal neurons also resulted in the translocation of MARCKS and inhibitor studies implicate both a PKC and CaM regulatory component under these conditions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
